"vehicle_type","mfr_name","division","carline","index_(model_type_index)","eng_displ","#_cyl","transmission","city_fe_(guide)_-_conventional_fuel","hwy_fe_(guide)_-_conventional_fuel","comb_fe_(guide)_-_conventional_fuel","air_aspiration_method_desc","trans","trans_desc","#_gears","drive_sys","drive_desc","fuel_usage_desc_-_conventional_fuel","annual_fuel1_cost_-_conventional_fuel","fuel2_epa_calculated_annual_fuel_cost_-_alternative_fuel","carline_class_desc","epa_fe_label_dataset_id","mfr_calculated_gas_guzzler_mpg","$_you_save_over_5_years_(amount_saved_in_fuel_costs_over_5_years_-_on_label)","$_you_spend_over_5_years_(increased_amount_spent_in_fuel_costs_over_5_years_-_on_label)","comb_co2_rounded_adjusted_(as_shown_on_fe_label)","fe_rating_(1-10_rating_on_label)"
"Gas","General Motors","Cadillac","CT4",43,"2.7",4,"Auto(S10)",21,31,25,"Turbocharged","SA","Semi-Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1750,NA,"Compact Cars",29816,33.1,NA,2250,356,5
"Gas","General Motors","Cadillac","CT4 AWD",22,"2",4,"Auto(S8)",22,31,26,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1700,NA,"Compact Cars",29646,34.2,NA,2000,348,5
"Gas","General Motors","Cadillac","CT4 AWD",48,"2.7",4,"Auto(S10)",21,29,24,"Turbocharged","SA","Semi-Automatic",10,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1850,NA,"Compact Cars",29815,31.5,NA,2750,375,5
"Gas","General Motors","Cadillac","CT4 V",44,"2.7",4,"Auto(S10)",20,29,23,"Turbocharged","SA","Semi-Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1900,NA,"Compact Cars",29817,30.4,NA,3000,385,5
"Gas","General Motors","Cadillac","CT4 V",29,"3.6",6,"Auto(S10)",16,24,19,"Turbocharged","SA","Semi-Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",2350,NA,"Compact Cars",29506,24.2,NA,5250,478,4
"Gas","General Motors","Cadillac","CT4 V",30,"3.6",6,"Manual(M6)",15,23,18,"Turbocharged","M","Manual",6,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",2450,NA,"Compact Cars",29507,22.6,NA,5750,488,3
"Gas","General Motors","Cadillac","CT4 V AWD",49,"2.7",4,"Auto(S10)",20,28,23,"Turbocharged","SA","Semi-Automatic",10,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1900,NA,"Compact Cars",29814,31.5,NA,3000,386,5
"Gas","Hyundai","GENESIS","G70 AWD",7,"2",4,"Auto(S8)",20,28,23,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1900,NA,"Compact Cars",29247,30.9,NA,3000,385,5
"Gas","Hyundai","GENESIS","G70 AWD",1,"3.3",6,"Auto(S8)",17,25,20,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2200,NA,"Compact Cars",29061,24.6,NA,4500,447,4
"Gas","Hyundai","GENESIS","G70 RWD",8,"2",4,"Auto(S8)",21,31,24,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1850,NA,"Compact Cars",29248,32.4,NA,2750,367,5
"Gas","Hyundai","GENESIS","G70 RWD",2,"3.3",6,"Auto(S8)",18,27,21,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",2100,NA,"Compact Cars",28889,25.8,NA,4000,433,4
"Gas","Honda","Honda","INSIGHT TOURING",302,"1.5",4,"Auto(AV)",51,45,48,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",750,NA,"Compact Cars",29220,70.8,2750,NA,184,9
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Accent",52,"1.6",4,"Auto(AV-S1)",33,41,36,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",29570,51,1500,NA,248,7
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Veloster N",16,"2",4,"Auto(AM-S8)",20,27,22,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",2000,NA,"Compact Cars",29098,28.4,NA,3500,400,5
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Veloster N",17,"2",4,"Manual(M6)",22,28,25,"Turbocharged","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",1750,NA,"Compact Cars",29097,31.6,NA,2250,363,5
"Gas","Kia","KIA","Rio",41,"1.6",4,"Auto(AV-S1)",33,41,36,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",30207,50.2,1500,NA,250,7
"Gas","Toyota","LEXUS","IS 300",66,"2",4,"Auto(S8)",21,31,25,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1750,NA,"Compact Cars",30136,33.2,NA,2250,356,5
"Gas","Toyota","LEXUS","IS 300 AWD",51,"3.5",6,"Auto(S6)",19,26,22,"Naturally Aspirated","SA","Semi-Automatic",6,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",2000,NA,"Compact Cars",30079,28.9,NA,3500,407,5
"Gas","Toyota","LEXUS","IS 350",52,"3.5",6,"Auto(S8)",20,28,23,"Naturally Aspirated","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1900,NA,"Compact Cars",30080,30.5,NA,3000,385,5
"Gas","Toyota","LEXUS","IS 350 AWD",53,"3.5",6,"Auto(S6)",19,26,22,"Naturally Aspirated","SA","Semi-Automatic",6,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",2000,NA,"Compact Cars",30081,28.9,NA,3500,407,5
"Gas","Toyota","LEXUS","IS 500",142,"5",8,"Auto(S8)",17,25,20,"Naturally Aspirated","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",2200,NA,"Compact Cars",30264,25.5,NA,4500,451,4
"Gas","Toyota","LEXUS","UX 250h",18,"2",4,"Auto(AV-S6)",43,41,42,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",850,NA,"Compact Cars",29792,59.5,2250,NA,209,8
"Gas","Toyota","LEXUS","UX 250h AWD",19,"2",4,"Auto(AV-S6)",41,38,39,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"A","All Wheel Drive","Gasoline (Regular Unleaded Recommended)",900,NA,"Compact Cars",29828,56.1,2000,NA,225,8
"Gas","MAZDA","MAZDA","MAZDA3 4-Door 2WD",302,"2",4,"Auto(S6)",28,36,31,"Naturally Aspirated","SA","Semi-Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1150,NA,"Compact Cars",30717,43,750,NA,287,7
"Gas","MAZDA","MAZDA","MAZDA3 4-Door 2WD",305,"2.5",4,"Auto(S6)",26,35,30,"Naturally Aspirated","SA","Semi-Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Compact Cars",30740,40.3,500,NA,300,6
"Gas","MAZDA","MAZDA","MAZDA3 4-Door 4WD",311,"2.5",4,"Auto(S6)",25,33,28,"Naturally Aspirated","SA","Semi-Automatic",6,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",1250,NA,"Compact Cars",30738,37.6,250,NA,320,6
"Gas","MAZDA","MAZDA","MAZDA3 4-Door 4WD",315,"2.5",4,"Auto(S6)",23,32,27,"Turbocharged","SA","Semi-Automatic",6,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",1300,NA,"Compact Cars",30720,35.9,0,NA,334,6
"Gas","Mercedes-Benz","Mercedes-Benz","AMG CLA 35 4MATIC",182,"2",4,"Auto(AM7)",21,29,24,"Turbocharged","AM","Automated Manual",7,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1850,NA,"Compact Cars",30525,32.2,NA,2750,366,5
"Gas","Mercedes-Benz","Mercedes-Benz","AMG CLA 45 4MATIC",210,"2",4,"Auto(AM8)",20,28,23,"Turbocharged","AM","Automated Manual",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1900,NA,"Compact Cars",30780,29.9,NA,3000,392,5
"Gas","Mercedes-Benz","Mercedes-Benz","AMG GT 43 4MATIC+",430,"3",6,"Auto(A9)",19,25,21,"Other","A","Automatic",9,"4","4-Wheel Drive","Gasoline (Premium Unleaded Required)",2100,NA,"Compact Cars",30568,28.2,NA,4000,415,4
"Gas","Mercedes-Benz","Mercedes-Benz","AMG GT 53 4MATIC+",550,"3",6,"Auto(A9)",19,25,21,"Other","A","Automatic",9,"4","4-Wheel Drive","Gasoline (Premium Unleaded Required)",2100,NA,"Compact Cars",30552,28.2,NA,4000,415,4
"Gas","Mercedes-Benz","Mercedes-Benz","C 300",150,"2",4,"Auto(A9)",25,35,29,"Turbocharged","A","Automatic",9,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1550,NA,"Compact Cars",31247,39.5,NA,1250,305,6
"Gas","Mercedes-Benz","Mercedes-Benz","C 300 4MATIC",151,"2",4,"Auto(A9)",23,33,27,"Turbocharged","A","Automatic",9,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1650,NA,"Compact Cars",31284,36.1,NA,1750,330,6
"Gas","Mercedes-Benz","Mercedes-Benz","CLA 250",240,"2",4,"Auto(AM7)",25,36,29,"Turbocharged","AM","Automated Manual",7,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Required)",1550,NA,"Compact Cars",30200,38.9,NA,1250,309,6
"Gas","Mercedes-Benz","Mercedes-Benz","CLA 250 4MATIC",212,"2",4,"Auto(AM7)",24,33,27,"Turbocharged","AM","Automated Manual",7,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1650,NA,"Compact Cars",30225,37.1,NA,1750,322,6
"Gas","Mercedes-Benz","Mercedes-Benz","CLS 450 4MATIC",351,"3",6,"Auto(A9)",22,30,25,"Turbocharged","A","Automatic",9,"4","4-Wheel Drive","Gasoline (Premium Unleaded Required)",1750,NA,"Compact Cars",30481,33.2,NA,2250,357,5
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","MIRAGE",102,"1.2",3,"Auto(AV)",36,43,39,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",900,NA,"Compact Cars",29142,55.4,2000,NA,227,8
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","MIRAGE",101,"1.2",3,"Manual(M5)",33,41,36,"Naturally Aspirated","M","Manual",5,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",29141,51.2,1500,NA,242,7
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","MIRAGE G4",104,"1.2",3,"Auto(AV)",35,41,37,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",950,NA,"Compact Cars",29140,53,1750,NA,235,8
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","MIRAGE G4",103,"1.2",3,"Manual(M5)",33,40,35,"Naturally Aspirated","M","Manual",5,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",29139,50.8,1500,NA,252,7
"Gas","Nissan","NISSAN","VERSA",101,"1.6",4,"Auto(AV)",32,40,35,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",30594,49.4,1500,NA,254,7
"Gas","Nissan","NISSAN","VERSA",102,"1.6",4,"Manual(M5)",27,35,30,"Naturally Aspirated","M","Manual",5,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Compact Cars",30595,42.3,500,NA,296,6
"Gas","Toyota","TOYOTA","C-HR",98,"2",4,"Auto(AV-S7)",27,31,29,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Compact Cars",30702,41.3,500,NA,305,6
"Gas","Toyota","TOYOTA","COROLLA",1,"1.8",4,"Auto(AV)",30,38,33,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",29454,46.4,1250,NA,267,7
"Gas","Toyota","TOYOTA","COROLLA",2,"1.8",4,"Manual(M6)",29,39,33,"Naturally Aspirated","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",29455,45.9,1250,NA,271,7
"Gas","Toyota","TOYOTA","COROLLA",9,"2",4,"Auto(AV-S10)",31,40,34,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",29462,48,1250,NA,257,7
"Gas","Toyota","TOYOTA","COROLLA",10,"2",4,"Manual(M6)",29,36,32,"Naturally Aspirated","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1100,NA,"Compact Cars",29467,44.1,1000,NA,277,7
"Gas","Toyota","TOYOTA","COROLLA APEX",12,"2",4,"Auto(AV-S10)",31,38,34,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",29469,46.8,1250,NA,265,7
"Gas","Toyota","TOYOTA","COROLLA APEX",13,"2",4,"Manual(M6)",28,36,31,"Naturally Aspirated","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1150,NA,"Compact Cars",29460,43.4,750,NA,286,7
"Gas","Toyota","TOYOTA","COROLLA HATCHBACK",42,"2",4,"Auto(AV-S10)",32,41,35,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",29463,49.7,1500,NA,251,7
"Gas","Toyota","TOYOTA","COROLLA HATCHBACK MANUAL",41,"2",4,"Manual(M6)",28,36,31,"Naturally Aspirated","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1150,NA,"Compact Cars",29465,43.1,750,NA,284,7
"Gas","Toyota","TOYOTA","COROLLA HATCHBACK XSE",43,"2",4,"Auto(AV-S10)",30,38,33,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",29468,46.2,1250,NA,266,7
"Gas","Toyota","TOYOTA","COROLLA HYBRID",4,"1.8",4,"Auto(AV)",53,52,52,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",700,NA,"Compact Cars",29458,78.1,3000,NA,170,9
"Gas","Toyota","TOYOTA","COROLLA XLE",3,"1.8",4,"Auto(AV)",29,37,32,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1100,NA,"Compact Cars",29459,44.7,1000,NA,274,7
"Gas","Toyota","TOYOTA","COROLLA XSE",11,"2",4,"Auto(AV-S10)",31,38,34,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",29466,47,1250,NA,265,7
"Gas","Volkswagen Group of","Volkswagen","GLI",66,"2",4,"Auto(AM-S7)",26,36,30,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Compact Cars",29787,39.7,500,NA,297,6
"Gas","Volkswagen Group of","Volkswagen","GLI",67,"2",4,"Manual(M6)",26,37,30,"Turbocharged","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Compact Cars",29788,37.5,500,NA,299,6
"Gas","Volkswagen Group of","Volkswagen","Jetta",86,"1.5",4,"Auto(S8)",31,41,35,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Compact Cars",30403,48.4,1500,NA,256,7
"Gas","Volkswagen Group of","Volkswagen","Jetta",83,"1.5",4,"Manual(M6)",29,43,34,"Turbocharged","M","Manual",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",30176,46.5,1250,NA,259,7
"Gas","Volkswagen Group of","Volkswagen","Jetta SE/SEL",29,"1.5",4,"Auto(S8)",29,40,33,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Compact Cars",30402,46,1250,NA,268,7
"Gas","Volvo","Volvo Cars of North America, LLC","S60 B5",205,"2",4,"Auto(S8)",26,35,30,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Required)",1500,NA,"Compact Cars",29683,40,NA,1000,299,6
"Gas","Volvo","Volvo Cars of North America, LLC","S60 B5 AWD",206,"2",4,"Auto(S8)",25,33,28,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1600,NA,"Compact Cars",29684,37.5,NA,1500,316,6
"Gas","FCA US LLC","ALFA ROMEO","Giulia",400,"2",4,"Auto(A8)",24,33,27,"Turbocharged","A","Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1650,NA,"Midsize Cars",30671,36.4,NA,1750,330,6
"Gas","FCA US LLC","ALFA ROMEO","Giulia",401,"2.9",6,"Auto(A8)",17,25,20,"Turbocharged","A","Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",2200,NA,"Midsize Cars",29637,26.6,NA,4500,436,4
"Gas","FCA US LLC","ALFA ROMEO","Giulia AWD",402,"2",4,"Auto(A8)",23,31,26,"Turbocharged","A","Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1700,NA,"Midsize Cars",30670,34.3,NA,2000,348,5
"Gas","Volkswagen Group of","Audi","A5 Sportback quattro",5,"2",4,"Auto(AM-S7)",26,34,29,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1550,NA,"Midsize Cars",29362,39.2,NA,1250,307,6
"Gas","Volkswagen Group of","Audi","A5 Sportback S line quattro",10,"2",4,"Auto(AM-S7)",24,31,27,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1650,NA,"Midsize Cars",29368,36,NA,1750,332,6
"Gas","Volkswagen Group of","Audi","A6 quattro",8,"2",4,"Auto(AM-S7)",23,32,26,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1700,NA,"Midsize Cars",29366,35.1,NA,2000,335,5
"Gas","Volkswagen Group of","Audi","A6 quattro",51,"3",6,"Auto(AM-S7)",21,30,24,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"4","4-Wheel Drive","Gasoline (Premium Unleaded Recommended)",1850,NA,"Midsize Cars",29659,32.4,NA,2750,361,5
"Gas","Volkswagen Group of","Audi","A7 quattro",52,"3",6,"Auto(AM-S7)",21,30,24,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"4","4-Wheel Drive","Gasoline (Premium Unleaded Recommended)",1850,NA,"Midsize Cars",29660,32.4,NA,2750,361,5
"Gas","Volkswagen Group of","Audi","RS 5 Sportback",32,"2.9",6,"Auto(S8)",18,25,21,"Turbocharged","SA","Semi-Automatic",8,"4","4-Wheel Drive","Gasoline (Premium Unleaded Recommended)",2100,NA,"Midsize Cars",29598,26.3,NA,4000,431,4
"Gas","Volkswagen Group of","Audi","RS 7",22,"4",8,"Auto(S8)",15,22,17,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2600,NA,"Midsize Cars",29389,23.1,NA,6500,507,3
"Gas","Volkswagen Group of","Audi","S5 Sportback",44,"3",6,"Auto(S8)",21,30,24,"Turbocharged","SA","Semi-Automatic",8,"4","4-Wheel Drive","Gasoline (Premium Unleaded Recommended)",1850,NA,"Midsize Cars",29560,31.5,NA,2750,363,5
"Gas","Volkswagen Group of","Audi","S6",48,"2.9",6,"Auto(S8)",18,28,22,"Turbocharged","SA","Semi-Automatic",8,"4","4-Wheel Drive","Gasoline (Premium Unleaded Recommended)",2000,NA,"Midsize Cars",29649,29,NA,3500,408,5
"Gas","Volkswagen Group of","Audi","S7",49,"2.9",6,"Auto(S8)",18,28,22,"Turbocharged","SA","Semi-Automatic",8,"4","4-Wheel Drive","Gasoline (Premium Unleaded Recommended)",2000,NA,"Midsize Cars",29650,29,NA,3500,408,5
"Gas","Volkswagen Group of","Bentley","Flying Spur",41,"4",8,"Auto(AM-S8)",15,20,17,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2600,NA,"Midsize Cars",29567,22.2,NA,6500,520,3
"Gas","Volkswagen Group of","Bentley","Flying Spur",76,"6",12,"Auto(AM-S8)",12,19,15,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2950,NA,"Midsize Cars",30186,18.8,NA,8250,601,2
"Gas","BMW","BMW","530i Sedan",530,"2",4,"Auto(S8)",25,33,28,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1600,NA,"Midsize Cars",29716,38.1,NA,1500,313,6
"Gas","BMW","BMW","530i xDrive Sedan",532,"2",4,"Auto(S8)",23,32,26,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1700,NA,"Midsize Cars",29952,35.6,NA,2000,332,5
"Gas","BMW","BMW","540i Sedan",540,"3",6,"Auto(S8)",25,32,27,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1650,NA,"Midsize Cars",29953,37.1,NA,1750,322,6
"Gas","BMW","BMW","540i xDrive Sedan",541,"3",6,"Auto(S8)",22,29,25,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1750,NA,"Midsize Cars",29737,33.4,NA,2250,352,5
"Gas","BMW","BMW","840i Gran Coupe",808,"3",6,"Auto(S8)",22,29,25,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1750,NA,"Midsize Cars",29130,32.8,NA,2250,360,5
"Gas","BMW","BMW","840i xDrive Gran Coupe",810,"3",6,"Auto(S8)",20,27,23,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1900,NA,"Midsize Cars",29131,30.3,NA,3000,388,5
"Gas","BMW","BMW","ALPINA B8 Gran Coupe",857,"4.4",8,"Auto(S8)",17,24,19,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2350,NA,"Midsize Cars",29044,25.4,NA,5250,454,4
"Gas","BMW","BMW","M5 Competition Sedan",561,"4.4",8,"Auto(S8)",15,21,17,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2600,NA,"Midsize Cars",29762,21.9,NA,6500,523,3
"Gas","BMW","BMW","M5 CS Sedan",562,"4.4",8,"Auto(S8)",15,21,17,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2600,NA,"Midsize Cars",29033,21.9,NA,6500,522,3
"Gas","BMW","BMW","M5 Sedan",560,"4.4",8,"Auto(S8)",15,21,17,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2600,NA,"Midsize Cars",29761,21.9,NA,6500,523,3
"Gas","BMW","BMW","M550i xDrive Sedan",550,"4.4",8,"Auto(S8)",17,25,20,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2200,NA,"Midsize Cars",29760,26.2,NA,4500,439,4
"Gas","BMW","BMW","M8 Competition Gran Coupe",865,"4.4",8,"Auto(S8)",15,21,17,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2600,NA,"Midsize Cars",29036,21.9,NA,6500,522,3
"Gas","BMW","BMW","M850i xDrive Gran Coupe",854,"4.4",8,"Auto(S8)",17,24,19,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",2350,NA,"Midsize Cars",29043,25.4,NA,5250,454,4
"Gas","BMW","BMW","X2 M35i",254,"2",4,"Auto(S8)",23,30,26,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1700,NA,"Midsize Cars",29047,35.1,NA,2000,339,5
"Gas","BMW","BMW","X2 sDrive28i",252,"2",4,"Auto(S8)",24,32,27,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",1650,NA,"Midsize Cars",29112,36.1,NA,1750,330,6
"Gas","BMW","BMW","X2 xDrive28i",250,"2",4,"Auto(S8)",24,31,27,"Turbocharged","SA","Semi-Automatic",8,"A","All Wheel Drive","Gasoline (Premium Unleaded Recommended)",1650,NA,"Midsize Cars",29046,36.1,NA,1750,331,6
"Gas","General Motors","Cadillac","CT5",20,"2",4,"Auto(S10)",23,33,27,"Turbocharged","SA","Semi-Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1650,NA,"Midsize Cars",29786,35.8,NA,1750,333,6
"Gas","General Motors","Cadillac","CT5",14,"3",6,"Auto(S10)",19,27,22,"Turbocharged","SA","Semi-Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",2000,NA,"Midsize Cars",29644,29,NA,3500,405,5
"Gas","General Motors","Cadillac","CT5 AWD",21,"2",4,"Auto(S10)",22,30,25,"Turbocharged","SA","Semi-Automatic",10,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",1750,NA,"Midsize Cars",29785,33.1,NA,2250,358,5
